Gene stable ID	Gene stable ID version	Gene description	Gene name
ENSG00000136488	ENSG00000136488.15	chorionic somatomammotropin hormone 1 [Source:HGNC Symbol;Acc:HGNC:2440]	CSH1
ENSG00000224943	ENSG00000224943.1	long intergenic non-protein coding RNA 2819 [Source:HGNC Symbol;Acc:HGNC:54350]	LINC02819
ENSG00000163793	ENSG00000163793.13	DnaJ heat shock protein family (Hsp40) member C5 gamma [Source:HGNC Symbol;Acc:HGNC:24844]	DNAJC5G
ENSG00000179639	ENSG00000179639.11	Fc epsilon receptor Ia [Source:HGNC Symbol;Acc:HGNC:3609]	FCER1A
ENSG00000255575	ENSG00000255575.1	ADP-ribosylation factor-like 2 binding protein pseudogene (ARL2BP)	
ENSG00000111737	ENSG00000111737.12	RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9774]	RAB35
ENSG00000138100	ENSG00000138100.14	tripartite motif containing 54 [Source:HGNC Symbol;Acc:HGNC:16008]	TRIM54
ENSG00000225315	ENSG00000225315.2	novel transcript, antisense to MYOM3	
ENSG00000007312	ENSG00000007312.14	CD79b molecule [Source:HGNC Symbol;Acc:HGNC:1699]	CD79B
ENSG00000142661	ENSG00000142661.19	myomesin 3 [Source:HGNC Symbol;Acc:HGNC:26679]	MYOM3
ENSG00000089154	ENSG00000089154.11	GCN1 activator of EIF2AK4 [Source:HGNC Symbol;Acc:HGNC:4199]	GCN1
ENSG00000283673	ENSG00000283673.1	microRNA 4531 [Source:HGNC Symbol;Acc:HGNC:41872]	MIR4531
ENSG00000186567	ENSG00000186567.14	CEA cell adhesion molecule 19 [Source:HGNC Symbol;Acc:HGNC:31951]	CEACAM19
ENSG00000222883	ENSG00000222883.1	Y RNA [Source:RFAM;Acc:RF00019]	Y_RNA
ENSG00000240809	ENSG00000240809.1	CAP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31134]	CAP1P1
ENSG00000288793	ENSG00000288793.1	novel transcript, sense intronic to ROBO2	
ENSG00000199520	ENSG00000199520.1	RNA, U6 small nuclear 386, pseudogene [Source:HGNC Symbol;Acc:HGNC:47349]	RNU6-386P
ENSG00000213450	ENSG00000213450.4	voltage dependent anion channel 1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:37482]	VDAC1P7
ENSG00000287567	ENSG00000287567.1	novel transcript, antisense to ROBO2	
ENSG00000206891	ENSG00000206891.1	RNA, U6 small nuclear 217, pseudogene [Source:HGNC Symbol;Acc:HGNC:47180]	RNU6-217P
ENSG00000212327	ENSG00000212327.1	RNA, U6 small nuclear 882, pseudogene [Source:HGNC Symbol;Acc:HGNC:47845]	RNU6-882P
ENSG00000179348	ENSG00000179348.13	GATA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4171]	GATA2
ENSG00000163794	ENSG00000163794.6	urocortin [Source:HGNC Symbol;Acc:HGNC:12516]	UCN
ENSG00000115204	ENSG00000115204.15	mitochondrial inner membrane protein MPV17 [Source:HGNC Symbol;Acc:HGNC:7224]	MPV17
ENSG00000007216	ENSG00000007216.16	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	SLC13A2
ENSG00000279095	ENSG00000279095.1	TEC	
ENSG00000230703	ENSG00000230703.1	MYOM3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41158]	MYOM3-AS1
ENSG00000213892	ENSG00000213892.12	CEA cell adhesion molecule 16, tectorial membrane component [Source:HGNC Symbol;Acc:HGNC:31948]	CEACAM16
ENSG00000142677	ENSG00000142677.4	interleukin 22 receptor subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:13700]	IL22RA1
ENSG00000185436	ENSG00000185436.12	interferon lambda receptor 1 [Source:HGNC Symbol;Acc:HGNC:18584]	IFNLR1
ENSG00000252200	ENSG00000252200.1		
ENSG00000288773	ENSG00000288773.2	novel transcript	
ENSG00000199077	ENSG00000199077.3	microRNA 129-2 [Source:HGNC Symbol;Acc:HGNC:31513]	MIR129-2
ENSG00000069399	ENSG00000069399.15	BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]	BCL3
ENSG00000149084	ENSG00000149084.13	hydroxysteroid 17-beta dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:18646]	HSD17B12
ENSG00000163702	ENSG00000163702.21	interleukin 17 receptor C [Source:HGNC Symbol;Acc:HGNC:18358]	IL17RC
ENSG00000284258	ENSG00000284258.1	microRNA 8085 [Source:HGNC Symbol;Acc:HGNC:50120]	MIR8085
ENSG00000253027	ENSG00000253027.1	Small nucleolar RNA SNORA70 [Source:RFAM;Acc:RF00156]	SNORA70
ENSG00000236807	ENSG00000236807.1	ribosomal protein L10 (RPL10) pseudogene	
ENSG00000142273	ENSG00000142273.13	Cbl proto-oncogene C [Source:HGNC Symbol;Acc:HGNC:15961]	CBLC
ENSG00000109101	ENSG00000109101.8	forkhead box N1 [Source:HGNC Symbol;Acc:HGNC:12765]	FOXN1
ENSG00000286185	ENSG00000286185.1	novel protein, identical to neuroblastoma breakpoint family, member 19 NBPF19	
ENSG00000141499	ENSG00000141499.18	WD repeat containing antisense to TP53 [Source:HGNC Symbol;Acc:HGNC:25522]	WRAP53
ENSG00000230023	ENSG00000230023.2	long intergenic non-protein coding RNA 2800 [Source:HGNC Symbol;Acc:HGNC:27642]	LINC02800
ENSG00000232298	ENSG00000232298.2	GRHL3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41119]	GRHL3-AS1
ENSG00000163435	ENSG00000163435.16	E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318]	ELF3
ENSG00000283393	ENSG00000283393.1	ribosomal protein L23a (RPL23A) pseudogene	
ENSG00000243721	ENSG00000243721.1	ribosomal protein L23a pseudogene 63 [Source:HGNC Symbol;Acc:HGNC:35502]	RPL23AP63
ENSG00000254512	ENSG00000254512.1	PHB1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:8914]	PHB1P2
ENSG00000283483	ENSG00000283483.1	prohibitin (PHB) pseudogene	
ENSG00000187479	ENSG00000187479.9	chromosome 11 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:38675]	C11orf96
ENSG00000285128	ENSG00000285128.1	novel transcript	
ENSG00000255929	ENSG00000255929.6	PIWIL4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55493]	PIWIL4-AS1
ENSG00000266704	ENSG00000266704.1	microRNA 4498 [Source:HGNC Symbol;Acc:HGNC:41838]	MIR4498
ENSG00000187244	ENSG00000187244.12	basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722]	BCAM
ENSG00000254968	ENSG00000254968.8	long intergenic non-protein coding RNA 2763 [Source:HGNC Symbol;Acc:HGNC:54282]	LINC02763
ENSG00000089157	ENSG00000089157.16	ribosomal protein lateral stalk subunit P0 [Source:HGNC Symbol;Acc:HGNC:10371]	RPLP0
ENSG00000287912	ENSG00000287912.2	novel transcript	
ENSG00000279491	ENSG00000279491.2	TEC	
ENSG00000255774	ENSG00000255774.2	long intergenic non-protein coding RNA 2747 [Source:HGNC Symbol;Acc:HGNC:54266]	LINC02747
ENSG00000289635	ENSG00000289635.2	novel transcript	
ENSG00000260233	ENSG00000260233.4	ZNRD2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27384]	ZNRD2-DT
ENSG00000288018	ENSG00000288018.3	novel transcript	
ENSG00000289908	ENSG00000289908.1	novel transcript	
ENSG00000231680	ENSG00000231680.2	long intergenic non-protein coding RNA 2723 [Source:HGNC Symbol;Acc:HGNC:54240]	LINC02723
ENSG00000236437	ENSG00000236437.2	long intergenic non-protein coding RNA 2151 [Source:HGNC Symbol;Acc:HGNC:53013]	LINC02151
ENSG00000286992	ENSG00000286992.3	novel transcript	
ENSG00000236107	ENSG00000236107.10	SCN1A and SCN9A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54069]	SCN1A-AS1
ENSG00000288833	ENSG00000288833.2	novel transcript	
ENSG00000251557	ENSG00000251557.4	heterogeneous nuclear ribonucleoprotein K pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:42376]	HNRNPKP3
ENSG00000255284	ENSG00000255284.4	GATD1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:29907]	GATD1-DT
ENSG00000288013	ENSG00000288013.2	novel transcript	
ENSG00000254489	ENSG00000254489.4	MPPED2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53909]	MPPED2-AS1
ENSG00000255087	ENSG00000255087.6	novel transcript	
ENSG00000249007	ENSG00000249007.1	novel transcript	
ENSG00000232296	ENSG00000232296.1	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) (LSM3) pseudogene	
ENSG00000235811	ENSG00000235811.1	ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e (ATP6V0E) pseudogene	
ENSG00000212512	ENSG00000212512.2	Y RNA [Source:RFAM;Acc:RF00019]	Y_RNA
ENSG00000227109	ENSG00000227109.1	cysteine rich protein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44518]	CRIP1P3
ENSG00000243323	ENSG00000243323.7	protein tyrosine phosphatase receptor type V, pseudogene [Source:HGNC Symbol;Acc:HGNC:13421]	PTPRVP
ENSG00000105223	ENSG00000105223.21	phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158]	PLD3
ENSG00000169432	ENSG00000169432.19	sodium voltage-gated channel alpha subunit 9 [Source:HGNC Symbol;Acc:HGNC:10597]	SCN9A
ENSG00000266074	ENSG00000266074.11	BAH domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29279]	BAHCC1
ENSG00000224091	ENSG00000224091.3	novel transcript	
ENSG00000133067	ENSG00000133067.18	leucine rich repeat containing G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:19719]	LGR6
ENSG00000247416	ENSG00000247416.5	novel transcript, antisense to NCAM1	
ENSG00000285769	ENSG00000285769.4	novel transcript	
ENSG00000289140	ENSG00000289140.1	novel transcript	
ENSG00000289182	ENSG00000289182.1	novel transcript, antisense to ACTG1	
ENSG00000141524	ENSG00000141524.19	transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]	TMC6
ENSG00000289526	ENSG00000289526.2	novel transcript	
ENSG00000255007	ENSG00000255007.3	long intergenic non-protein coding RNA 2489 [Source:HGNC Symbol;Acc:HGNC:53470]	LINC02489
ENSG00000175773	ENSG00000175773.15	ZBTB44 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54265]	ZBTB44-DT
ENSG00000289990	ENSG00000289990.1	novel transcript	
ENSG00000289944	ENSG00000289944.1	novel transcript	
ENSG00000268403	ENSG00000268403.3	novel transcript, antisense to ZNF143	
ENSG00000255008	ENSG00000255008.5	long intergenic non-protein coding RNA 2739 [Source:HGNC Symbol;Acc:HGNC:54256]	LINC02739
ENSG00000288012	ENSG00000288012.2	novel transcript, antisense to CUL5	
ENSG00000289560	ENSG00000289560.2	novel transcript	
ENSG00000246174	ENSG00000246174.10	KCTD21 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48674]	KCTD21-AS1
ENSG00000290016	ENSG00000290016.1	novel transcript	
ENSG00000251364	ENSG00000251364.9	SYT9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56173]	SYT9-AS1
ENSG00000143851	ENSG00000143851.16	protein tyrosine phosphatase non-receptor type 7 [Source:HGNC Symbol;Acc:HGNC:9659]	PTPN7
ENSG00000283341	ENSG00000283341.4	novel transcript	
ENSG00000290026	ENSG00000290026.1	novel transcript	
ENSG00000183242	ENSG00000183242.13	WT1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:18135]	WT1-AS
ENSG00000231793	ENSG00000231793.7	double C2 domain gamma, pseudogene [Source:HGNC Symbol;Acc:HGNC:37962]	DOC2GP
ENSG00000089159	ENSG00000089159.17	paxillin [Source:HGNC Symbol;Acc:HGNC:9718]	PXN
ENSG00000254990	ENSG00000254990.7	novel transcript	
ENSG00000283657	ENSG00000283657.1	mitochondrially encoded cytochrome c oxidase I (MT-CO1) pseudogene	
ENSG00000138085	ENSG00000138085.18	all-trans retinoic acid induced differentiation factor [Source:HGNC Symbol;Acc:HGNC:24090]	ATRAID
ENSG00000281655	ENSG00000281655.3	novel transcript	
ENSG00000288047	ENSG00000288047.3	novel transcript	
ENSG00000286369	ENSG00000286369.2	novel transcript	
ENSG00000254607	ENSG00000254607.3	novel transcript, antisense to KIRREL3	
ENSG00000288789	ENSG00000288789.2	novel transcript	
ENSG00000254921	ENSG00000254921.2	novel transcript	
ENSG00000255517	ENSG00000255517.8	DPP3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55494]	DPP3-DT
ENSG00000245552	ENSG00000245552.9	lncRNA imatinib upregulated [Source:HGNC Symbol;Acc:HGNC:55755]	LNCRNA-IUR
ENSG00000173757	ENSG00000173757.11	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:HGNC:11367]	STAT5B
ENSG00000155755	ENSG00000155755.20	transmembrane protein 237 [Source:HGNC Symbol;Acc:HGNC:14432]	TMEM237
ENSG00000289976	ENSG00000289976.1	novel transcript	
ENSG00000289074	ENSG00000289074.2	novel transcript	
ENSG00000288907	ENSG00000288907.2	novel transcript, antisense to CHEK1	
ENSG00000255980	ENSG00000255980.3	long intergenic non-protein coding RNA 2953 [Source:HGNC Symbol;Acc:HGNC:55970]	LINC02953
ENSG00000116991	ENSG00000116991.12	signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]	SIPA1L2
ENSG00000255135	ENSG00000255135.5	EMSY divergent transcript [Source:HGNC Symbol;Acc:HGNC:55507]	EMSY-DT
ENSG00000290078	ENSG00000290078.1	novel transcript	
ENSG00000289562	ENSG00000289562.2	novel transcript, antisense to TUT1	
ENSG00000280832	ENSG00000280832.3	G-quadruplex forming sequence containing lncRNA [Source:HGNC Symbol;Acc:HGNC:48645]	GSEC
ENSG00000289391	ENSG00000289391.2	novel transcript	
ENSG00000289339	ENSG00000289339.2	novel transcript	
ENSG00000289399	ENSG00000289399.2	novel transcript, antisense to GLB1L3	
ENSG00000254789	ENSG00000254789.4	novel transcript	
ENSG00000236935	ENSG00000236935.3	novel transcript	
ENSG00000290080	ENSG00000290080.1	novel transcript	
ENSG00000254427	ENSG00000254427.3	long intergenic non-protein coding RNA 2696 [Source:HGNC Symbol;Acc:HGNC:54210]	LINC02696
ENSG00000201239	ENSG00000201239.1	Y RNA [Source:RFAM;Acc:RF00019]	Y_RNA
ENSG00000256422	ENSG00000256422.8	long intergenic non-protein coding RNA 2552 [Source:HGNC Symbol;Acc:HGNC:53587]	LINC02552
ENSG00000178927	ENSG00000178927.19	cytochrome b-245 chaperone 1 [Source:HGNC Symbol;Acc:HGNC:28672]	CYBC1
ENSG00000116350	ENSG00000116350.18	serine and arginine rich splicing factor 4 [Source:HGNC Symbol;Acc:HGNC:10786]	SRSF4
ENSG00000177917	ENSG00000177917.12	ADP ribosylation factor like GTPase 6 interacting protein 6 [Source:HGNC Symbol;Acc:HGNC:24048]	ARL6IP6
ENSG00000288550	ENSG00000288550.3	novel protein	
ENSG00000255422	ENSG00000255422.4	novel transcript	
ENSG00000290083	ENSG00000290083.1	novel transcript, antisense to ARNTL	
ENSG00000256940	ENSG00000256940.4	PPP1R14B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54233]	PPP1R14B-AS1
ENSG00000250303	ENSG00000250303.6	long intergenic non-protein coding RNA 2762 [Source:HGNC Symbol;Acc:HGNC:27443]	LINC02762
ENSG00000117501	ENSG00000117501.15	maestro heat like repeat family member 9 [Source:HGNC Symbol;Acc:HGNC:26287]	MROH9
ENSG00000277701	ENSG00000277701.5	novel transcript	
ENSG00000224795	ENSG00000224795.4	NTM antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:32293]	NTM-AS1
ENSG00000255129	ENSG00000255129.7	TTC12 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55508]	TTC12-DT
ENSG00000226552	ENSG00000226552.2	novel pseudogene	
ENSG00000007933	ENSG00000007933.13	flavin containing dimethylaniline monoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]	FMO3
ENSG00000278376	ENSG00000278376.2	novel transcript	
ENSG00000237837	ENSG00000237837.1	novel transcript	
ENSG00000251226	ENSG00000251226.2	long intergenic non-protein coding RNA 2714 [Source:HGNC Symbol;Acc:HGNC:54231]	LINC02714
ENSG00000271351	ENSG00000271351.1	immunoglobulin kappa variable 1/OR2-9 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5771]	IGKV1OR2-9
ENSG00000232287	ENSG00000232287.2	SLC6A1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40546]	SLC6A1-AS1
ENSG00000276050	ENSG00000276050.1	immunoglobulin kappa variable 2/OR2-10 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5806]	IGKV2OR2-10
ENSG00000271015	ENSG00000271015.1	immunoglobulin kappa variable 2/OR2-7D (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37489]	IGKV2OR2-7D
ENSG00000172752	ENSG00000172752.16	collagen type VI alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:26674]	COL6A5
ENSG00000289621	ENSG00000289621.2	novel transcript	
ENSG00000270252	ENSG00000270252.1	immunoglobulin kappa variable 3/OR2-5 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5832]	IGKV3OR2-5
ENSG00000271569	ENSG00000271569.1	immunoglobulin kappa variable 1/OR2-6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5770]	IGKV1OR2-6
ENSG00000246273	ENSG00000246273.9	SBF2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27438]	SBF2-AS1
ENSG00000270450	ENSG00000270450.1	immunoglobulin kappa variable 2/OR2-7 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5810]	IGKV2OR2-7
ENSG00000278537	ENSG00000278537.1	immunoglobulin kappa variable 2/OR2-8 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5811]	IGKV2OR2-8
ENSG00000270187	ENSG00000270187.1	immunoglobulin kappa variable 1/OR2-11 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:5768]	IGKV1OR2-11
ENSG00000286067	ENSG00000286067.1	novel transcript, antisense to PXN	
ENSG00000275936	ENSG00000275936.1	novel transcript, antisense to PXN	
ENSG00000230606	ENSG00000230606.11	atherosclerotic plaque pathogenesis associated transcript [Source:HGNC Symbol;Acc:HGNC:56009]	APPAT
ENSG00000267673	ENSG00000267673.7	ferredoxin 2 [Source:HGNC Symbol;Acc:HGNC:30546]	FDX2
ENSG00000240925	ENSG00000240925.1	ribosomal protein S20 pseudogene 31 [Source:HGNC Symbol;Acc:HGNC:35767]	RPS20P31
ENSG00000123009	ENSG00000123009.4	NME2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31358]	NME2P1
ENSG00000202538	ENSG00000202538.1	RNA, U4 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:10193]	RNU4-2
ENSG00000200795	ENSG00000200795.1	RNA, U4 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10192]	RNU4-1
ENSG00000275811	ENSG00000275811.1	5-hydroxytryptamine receptor 1D pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:5290]	HTR1DP1
ENSG00000249028	ENSG00000249028.2	novel transcript	
ENSG00000221390	ENSG00000221390.1	microRNA 1295a [Source:HGNC Symbol;Acc:HGNC:35288]	MIR1295A
ENSG00000267285	ENSG00000267285.1	novel transcript, sense intronic to ERC1	
ENSG00000283598	ENSG00000283598.1	microRNA 1295b [Source:HGNC Symbol;Acc:HGNC:43524]	MIR1295B
ENSG00000117507	ENSG00000117507.6	flavin containing dimethylaniline monoxygenase 6, pseudogene [Source:HGNC Symbol;Acc:HGNC:24024]	FMO6P
ENSG00000249628	ENSG00000249628.3	long intergenic non-protein coding RNA 942 [Source:HGNC Symbol;Acc:HGNC:48636]	LINC00942
ENSG00000285693	ENSG00000285693.2	Novel transcript	
ENSG00000288061	ENSG00000288061.3	novel transcript, antisense to HSPA8and CLMP	
ENSG00000111186	ENSG00000111186.13	Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]	WNT5B
ENSG00000285533	ENSG00000285533.4	RELA divergent transcript [Source:HGNC Symbol;Acc:HGNC:54185]	RELA-DT
ENSG00000094963	ENSG00000094963.14	flavin containing dimethylaniline monoxygenase 2 [Source:HGNC Symbol;Acc:HGNC:3770]	FMO2
ENSG00000246067	ENSG00000246067.10	RAB30 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48672]	RAB30-DT
ENSG00000278766	ENSG00000278766.2	novel transcript	
ENSG00000105376	ENSG00000105376.5	intercellular adhesion molecule 5 [Source:HGNC Symbol;Acc:HGNC:5348]	ICAM5
ENSG00000235833	ENSG00000235833.1	coiled-coil domain containing 144C (CCDC144C) pseudogene	
ENSG00000286036	ENSG00000286036.1	novel transcript	
ENSG00000228970	ENSG00000228970.6	UBTF like 6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:35406]	UBTFL6
ENSG00000135940	ENSG00000135940.7	cytochrome c oxidase subunit 5B [Source:HGNC Symbol;Acc:HGNC:2269]	COX5B
ENSG00000171823	ENSG00000171823.7	F-box and leucine rich repeat protein 14 [Source:HGNC Symbol;Acc:HGNC:28624]	FBXL14
ENSG00000141564	ENSG00000141564.16	regulatory associated protein of MTOR complex 1 [Source:HGNC Symbol;Acc:HGNC:30287]	RPTOR
ENSG00000287917	ENSG00000287917.3	novel transcript, antisense to POLA2	
ENSG00000115073	ENSG00000115073.8	actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168]	ACTR1B
ENSG00000161847	ENSG00000161847.15	ribonucleoprotein, PTB binding 1 [Source:HGNC Symbol;Acc:HGNC:30296]	RAVER1
ENSG00000082805	ENSG00000082805.21	ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:HGNC:17072]	ERC1
ENSG00000290057	ENSG00000290057.1	novel transcript	
ENSG00000173825	ENSG00000173825.7	tigger transposable element derived 3 [Source:HGNC Symbol;Acc:HGNC:18334]	TIGD3
ENSG00000204403	ENSG00000204403.11	caspase 12 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:19004]	CASP12
ENSG00000225243	ENSG00000225243.5	novel transcript, antisense to FMO2	
ENSG00000187800	ENSG00000187800.14	platelet endothelial aggregation receptor 1 [Source:HGNC Symbol;Acc:HGNC:33631]	PEAR1
ENSG00000173402	ENSG00000173402.13	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]	DAG1
ENSG00000076662	ENSG00000076662.11	intercellular adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:5346]	ICAM3
ENSG00000222162	ENSG00000222162.1	RN7SK pseudogene 151 [Source:HGNC Symbol;Acc:HGNC:45875]	RN7SKP151
ENSG00000148925	ENSG00000148925.11	BTB domain containing 10 [Source:HGNC Symbol;Acc:HGNC:21445]	BTBD10
ENSG00000228486	ENSG00000228486.11	chromosome 2 open reading frame 92 [Source:HGNC Symbol;Acc:HGNC:49272]	C2orf92
ENSG00000280417	ENSG00000280417.1	TEC	
ENSG00000242142	ENSG00000242142.1	SERPINE1 mRNA binding protein 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44630]	SERBP1P3
ENSG00000163933	ENSG00000163933.10	RFT1 homolog [Source:HGNC Symbol;Acc:HGNC:30220]	RFT1
ENSG00000132694	ENSG00000132694.19	Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]	ARHGEF11
ENSG00000099817	ENSG00000099817.12	RNA polymerase II, I and III subunit E [Source:HGNC Symbol;Acc:HGNC:9192]	POLR2E
ENSG00000163932	ENSG00000163932.16	protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]	PRKCD
ENSG00000287548	ENSG00000287548.1	novel transcript	
ENSG00000254583	ENSG00000254583.1	tripartite motif-containing 4 (TRIM4) pseudogene	
ENSG00000255401	ENSG00000255401.1	peptidase (mitochondrial processing) alpha (PMPCA) pseudogene	
ENSG00000152266	ENSG00000152266.7	parathyroid hormone [Source:HGNC Symbol;Acc:HGNC:9606]	PTH
ENSG00000201806	ENSG00000201806.1	RNA, U4 small nuclear 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:10195]	RNU4-8P
ENSG00000196912	ENSG00000196912.13	ankyrin repeat domain 36B [Source:HGNC Symbol;Acc:HGNC:29333]	ANKRD36B
ENSG00000228901	ENSG00000228901.3	high mobility group nucleosomal binding domain 2 pseudogene 36 [Source:HGNC Symbol;Acc:HGNC:39407]	HMGN2P36
ENSG00000254791	ENSG00000254791.1	FAR1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41485]	FAR1-IT1
ENSG00000240454	ENSG00000240454.1	ribosomal protein L39 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:35900]	RPL39P26
ENSG00000200685	ENSG00000200685.1	Y RNA [Source:RFAM;Acc:RF00019]	Y_RNA
ENSG00000255075	ENSG00000255075.1	centromere protein U pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49889]	CENPUP1
ENSG00000255088	ENSG00000255088.1	coiled-coil domain containing 111 (CCDC111) pseudogene	
ENSG00000255411	ENSG00000255411.3	long intergenic non-protein coding RNA 2548 [Source:HGNC Symbol;Acc:HGNC:53583]	LINC02548
ENSG00000167468	ENSG00000167468.20	glutathione peroxidase 4 [Source:HGNC Symbol;Acc:HGNC:4556]	GPX4
ENSG00000254927	ENSG00000254927.1	novel transcript	
ENSG00000254930	ENSG00000254930.1	long intergenic non-protein coding RNA 2545 [Source:HGNC Symbol;Acc:HGNC:53580]	LINC02545
ENSG00000201856	ENSG00000201856.1	RNA, 5S ribosomal pseudogene 331 [Source:HGNC Symbol;Acc:HGNC:43231]	RNA5SP331
ENSG00000254438	ENSG00000254438.1	long intergenic non-protein coding RNA 2683 [Source:HGNC Symbol;Acc:HGNC:54179]	LINC02683
ENSG00000237842	ENSG00000237842.2	SMU1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54527]	SMU1P1
ENSG00000123095	ENSG00000123095.6	basic helix-loop-helix family member e41 [Source:HGNC Symbol;Acc:HGNC:16617]	BHLHE41
ENSG00000197601	ENSG00000197601.14	fatty acyl-CoA reductase 1 [Source:HGNC Symbol;Acc:HGNC:26222]	FAR1
ENSG00000224520	ENSG00000224520.2	keratin 8 pseudogene 45 [Source:HGNC Symbol;Acc:HGNC:39879]	KRT8P45
ENSG00000253831	ENSG00000253831.3	ETS variant transcription factor 3 like [Source:HGNC Symbol;Acc:HGNC:33834]	ETV3L
ENSG00000256894	ENSG00000256894.1	novel transcript, antisense to SSPN	
ENSG00000235584	ENSG00000235584.3	novel transcript	
ENSG00000286752	ENSG00000286752.1	novel transcript, antisense to SSPN	
ENSG00000117036	ENSG00000117036.12	ETS variant transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3492]	ETV3
ENSG00000278095	ENSG00000278095.1	novel transcript, antisense to SSPN	
ENSG00000232931	ENSG00000232931.6	long intergenic non-protein coding RNA 342 [Source:HGNC Symbol;Acc:HGNC:42470]	LINC00342
ENSG00000123094	ENSG00000123094.16	Ras association domain family member 8 [Source:HGNC Symbol;Acc:HGNC:13232]	RASSF8
ENSG00000105559	ENSG00000105559.13	pleckstrin homology domain containing A4 [Source:HGNC Symbol;Acc:HGNC:14339]	PLEKHA4
ENSG00000235700	ENSG00000235700.1	CYCS pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:24393]	CYCSP52
